width,quality,repeat,frame_idx,payload_bytes,ok,client_e2e_ms,recv_ms,modal_ms,total_ms,network_ms,num_boxes,error
320,0.85,0,7,16949,True,240.8,3,238,238,2.8,0,
320,0.85,0,8,17298,True,248.0,3,245,245,3.0,1,
320,0.85,0,9,16926,True,253.1,5,249,249,4.1,0,
320,0.85,0,10,17522,True,249.6,3,246,246,3.6,0,
320,0.85,0,11,17773,True,246.7,3,244,244,2.7,0,
320,0.85,0,12,16753,True,260.6,3,257,257,3.6,0,
320,0.85,0,13,17228,True,266.6,5,262,262,4.6,0,
320,0.85,0,14,16689,True,259.0,4,255,255,4.0,0,
320,0.85,0,15,17452,True,256.9,4,252,252,4.9,0,
320,0.85,0,16,17671,True,281.1,5,277,277,4.1,0,
320,0.85,0,17,16666,True,248.1,3,245,245,3.1,0,
320,0.85,0,18,17213,True,249.2,5,244,244,5.2,0,
320,0.85,0,19,16511,True,276.1,4,272,272,4.1,0,
320,0.85,0,20,17367,True,256.5,4,252,252,4.5,0,
320,0.85,0,21,16834,True,248.6,4,244,244,4.6,1,
320,0.85,0,22,16523,True,438.8,4,435,435,3.8,0,
320,0.85,0,23,17251,True,255.0,4,251,251,4.0,0,
320,0.85,0,24,16250,True,267.3,4,263,263,4.3,0,
320,0.85,0,25,16993,True,270.0,2,267,267,3.0,0,
320,0.85,0,26,16743,True,255.0,5,250,250,5.0,0,
320,0.85,0,27,15864,True,259.2,5,255,255,4.2,0,
320,0.85,0,28,16513,True,306.1,5,302,302,4.1,0,
320,0.85,0,29,15648,True,248.4,2,245,245,3.4,0,
320,0.85,0,30,15423,True,252.9,5,248,248,4.9,0,
320,0.85,0,31,13983,True,248.0,5,244,244,4.0,0,
320,0.85,0,32,15034,True,399.1,4,395,395,4.1,1,
320,0.85,0,33,13204,True,248.6,2,246,246,2.6,1,
320,0.85,0,34,13457,True,239.2,4,236,236,3.2,1,
320,0.85,0,35,13274,True,241.1,3,238,238,3.1,1,
320,0.85,0,36,13138,True,247.7,2,245,245,2.7,1,
320,0.85,0,37,12684,True,259.2,4,256,256,3.2,1,
320,0.85,0,38,12494,True,248.6,2,246,246,2.6,1,
320,0.85,0,39,12845,True,246.4,2,244,244,2.4,1,
320,0.85,0,40,12506,True,249.5,2,247,247,2.5,1,
320,0.85,0,41,13123,True,259.7,2,257,257,2.7,1,
320,0.85,0,42,12820,True,250.4,4,247,247,3.4,1,
320,0.85,0,43,13138,True,246.2,5,242,242,4.2,2,
320,0.85,0,44,13091,True,256.4,2,254,254,2.4,1,
320,0.85,0,45,13705,True,244.3,4,240,240,4.3,1,
320,0.85,0,46,13348,True,247.8,5,243,243,4.8,1,
320,0.85,0,47,13517,True,249.9,2,247,247,2.9,1,
320,0.85,0,48,13690,True,254.3,2,251,251,3.3,1,
320,0.85,0,49,13682,True,240.0,2,237,237,3.0,0,
320,0.85,0,50,14414,True,246.0,4,242,242,4.0,0,
320,0.85,0,51,14834,True,243.3,3,240,240,3.3,0,
320,0.85,0,52,15436,True,255.9,4,252,252,3.9,0,
320,0.85,0,53,13483,True,256.9,5,252,252,4.9,0,
320,0.85,0,54,12858,True,255.0,4,251,251,4.0,0,
320,0.85,0,55,15313,True,250.7,4,246,246,4.7,0,
320,0.85,0,56,16779,True,256.6,5,252,252,4.6,0,
320,0.85,0,57,17842,True,254.5,5,250,250,4.5,0,
320,0.85,0,58,18348,True,250.7,4,246,246,4.7,0,
320,0.85,0,59,17708,True,254.4,5,249,249,5.4,0,
320,0.85,0,60,18345,True,255.6,5,251,251,4.6,0,
320,0.85,0,61,18012,True,244.7,5,240,240,4.7,0,
320,0.85,0,62,16786,True,257.3,2,254,254,3.3,0,
320,0.85,0,63,15613,True,265.4,2,263,263,2.4,0,
320,0.85,0,64,15732,True,249.7,2,247,247,2.7,0,
480,0.6,0,5,14693,True,266.2,3,263,263,3.2,0,
480,0.6,0,6,15330,True,242.4,3,239,239,3.4,0,
480,0.6,0,7,19194,True,242.8,3,240,240,2.8,0,
480,0.6,0,8,17464,True,249.7,5,245,245,4.7,0,
480,0.6,0,9,17397,True,254.2,5,250,250,4.2,0,
480,0.6,0,10,17601,True,239.4,3,236,236,3.4,0,
480,0.6,0,11,18088,True,248.8,3,245,245,3.8,0,
480,0.6,0,12,17055,True,254.4,3,251,251,3.4,0,
480,0.6,0,13,17505,True,640.9,3,638,638,2.9,0,
480,0.6,0,14,16862,True,403.5,2,401,401,2.5,0,
480,0.6,0,15,17823,True,247.6,3,245,245,2.6,0,
480,0.6,0,16,17988,True,250.4,3,247,247,3.4,0,
480,0.6,0,17,16967,True,307.8,3,305,305,2.8,0,
480,0.6,0,18,17403,True,251.4,3,248,248,3.4,0,
480,0.6,0,19,16648,True,273.1,3,270,270,3.1,0,
480,0.6,0,20,17503,True,243.8,3,241,241,2.8,0,
480,0.6,0,21,16881,True,243.0,3,240,240,3.0,0,
480,0.6,0,22,16836,True,250.9,3,248,248,2.9,0,
480,0.6,0,23,17397,True,268.3,3,265,265,3.3,0,
480,0.6,0,24,16157,True,257.2,3,254,254,3.2,0,
480,0.6,0,25,17045,True,252.7,3,250,250,2.7,0,
480,0.6,0,26,16873,True,255.0,3,252,252,3.0,0,
480,0.6,0,27,15963,True,248.7,3,246,246,2.7,0,
480,0.6,0,28,16509,True,269.9,3,267,267,2.9,0,
480,0.6,0,29,16267,True,254.8,3,252,252,2.8,0,
480,0.6,0,30,16030,True,268.0,3,265,265,3.0,0,
480,0.6,0,31,14034,True,261.0,2,258,258,3.0,0,
480,0.6,0,32,17612,True,267.8,3,264,264,3.8,1,
480,0.6,0,33,12896,True,247.0,3,244,244,3.0,1,
480,0.6,0,34,13778,True,248.9,4,245,245,3.9,1,
480,0.6,0,35,12957,True,288.5,3,286,286,2.5,1,
480,0.6,0,36,12729,True,246.8,2,244,244,2.8,1,
480,0.6,0,37,12516,True,247.3,3,244,244,3.3,1,
480,0.6,0,38,12044,True,252.4,5,248,248,4.4,1,
480,0.6,0,39,12818,True,243.2,3,240,240,3.2,1,
480,0.6,0,40,12138,True,256.4,3,253,254,2.4,1,
480,0.6,0,41,12680,True,256.7,3,254,254,2.7,1,
480,0.6,0,42,12491,True,251.1,3,248,248,3.1,1,
480,0.6,0,43,12636,True,361.5,3,359,359,2.5,2,
480,0.6,0,44,13279,True,263.5,3,261,261,2.5,1,
480,0.6,0,45,13654,True,258.9,3,256,256,2.9,2,
480,0.6,0,46,12912,True,245.9,3,243,243,2.9,1,
480,0.6,0,47,13846,True,254.7,2,252,252,2.7,1,
480,0.6,0,48,13246,True,346.3,4,342,342,4.3,2,
480,0.6,0,49,14239,True,247.4,4,243,243,4.4,0,
480,0.6,0,50,14553,True,281.1,6,277,277,4.1,0,
480,0.6,0,51,14703,True,426.3,3,423,423,3.3,0,
480,0.6,0,52,17205,True,242.0,3,239,239,3.0,0,
480,0.6,0,53,13069,True,256.4,3,254,254,2.4,0,
480,0.6,0,54,12948,True,259.8,2,257,257,2.8,0,
480,0.6,0,55,17821,True,274.9,3,271,271,3.9,0,
480,0.6,0,56,16665,True,262.0,3,259,259,3.0,0,
480,0.6,0,57,18316,True,270.8,3,268,268,2.8,0,
480,0.6,0,58,18541,True,254.8,3,252,252,2.8,0,
480,0.6,0,59,18222,True,247.2,3,244,244,3.2,0,
480,0.6,0,60,18729,True,242.5,3,239,239,3.5,0,
480,0.6,0,61,18148,True,260.5,2,258,258,2.5,0,
480,0.6,0,62,18026,True,239.1,4,236,236,3.1,0,
480,0.6,0,63,15482,True,255.6,3,253,253,2.6,0,
480,0.6,0,64,16857,True,252.0,3,249,249,3.0,0,
480,0.85,0,5,27554,True,255.8,4,252,252,3.8,0,
480,0.85,0,6,28466,True,247.3,4,243,243,4.3,1,
480,0.85,0,7,35172,True,249.8,5,245,245,4.8,0,
480,0.85,0,8,31713,True,265.2,3,261,261,4.2,1,
480,0.85,0,9,32766,True,243.3,4,239,239,4.3,0,
480,0.85,0,10,31909,True,249.5,4,245,245,4.5,0,
480,0.85,0,11,32418,True,270.9,5,266,266,4.9,0,
480,0.85,0,12,31957,True,257.2,4,253,253,4.2,0,
480,0.85,0,13,31464,True,250.7,3,247,247,3.7,0,
480,0.85,0,14,31400,True,251.0,4,247,247,4.0,0,
480,0.85,0,15,32023,True,261.7,4,257,257,4.7,0,
480,0.85,0,16,32028,True,362.4,4,358,358,4.4,0,
480,0.85,0,17,31662,True,246.3,4,242,242,4.3,0,
480,0.85,0,18,31333,True,262.6,5,258,258,4.6,0,
480,0.85,0,19,31130,True,249.0,4,245,245,4.0,0,
480,0.85,0,20,31531,True,265.5,4,261,261,4.5,0,
480,0.85,0,21,30547,True,279.1,4,275,275,4.1,1,
480,0.85,0,22,31903,True,251.9,4,248,248,3.9,0,
480,0.85,0,23,31220,True,250.4,4,246,246,4.4,0,
480,0.85,0,24,30222,True,250.4,4,246,246,4.4,0,
480,0.85,0,25,30713,True,256.1,5,251,252,4.1,0,
480,0.85,0,26,30430,True,250.9,4,247,247,3.9,0,
480,0.85,0,27,30103,True,245.7,3,242,242,3.7,0,
480,0.85,0,28,29933,True,239.9,4,236,236,3.9,0,
480,0.85,0,29,30275,True,249.8,4,245,245,4.8,0,
480,0.85,0,30,28807,True,258.7,4,254,254,4.7,0,
480,0.85,0,31,25488,True,294.9,5,290,291,3.9,0,
480,0.85,0,32,31912,True,252.5,4,248,248,4.5,1,
480,0.85,0,33,23521,True,252.5,4,248,248,4.5,1,
480,0.85,0,34,25989,True,258.0,4,254,254,4.0,1,
480,0.85,0,35,24168,True,246.5,4,243,243,3.5,1,
480,0.85,0,36,23514,True,254.5,5,249,249,5.5,1,
480,0.85,0,37,23461,True,279.5,7,274,274,5.5,1,
480,0.85,0,38,22386,True,256.4,5,252,252,4.4,1,
480,0.85,0,39,24611,True,335.5,6,330,330,5.5,1,
480,0.85,0,40,22884,True,248.3,6,243,243,5.3,1,
480,0.85,0,41,23685,True,290.2,6,285,285,5.2,1,
480,0.85,0,42,23594,True,255.9,3,253,253,2.9,1,
480,0.85,0,43,23527,True,248.2,3,245,245,3.2,2,
480,0.85,0,44,25065,True,241.5,3,238,238,3.5,1,
480,0.85,0,45,25361,True,244.7,4,241,241,3.7,2,
480,0.85,0,46,24241,True,272.0,4,268,268,4.0,1,
480,0.85,0,47,26376,True,248.5,4,245,245,3.5,2,
480,0.85,0,48,24897,True,273.4,3,270,270,3.4,2,
480,0.85,0,49,26926,True,245.0,4,241,241,4.0,0,
480,0.85,0,50,27162,True,256.3,4,253,253,3.3,0,
480,0.85,0,51,27081,True,242.8,4,239,239,3.8,0,
480,0.85,0,52,31842,True,250.0,5,245,245,5.0,0,
480,0.85,0,53,24320,True,259.4,4,256,256,3.4,0,
480,0.85,0,54,25050,True,257.2,3,253,254,3.2,0,
480,0.85,0,55,32029,True,270.4,5,265,265,5.4,0,
480,0.85,0,56,30657,True,253.1,7,246,246,7.1,0,
480,0.85,0,57,34249,True,260.9,5,256,256,4.9,0,
480,0.85,0,58,33805,True,253.3,4,249,249,4.3,0,
480,0.85,0,59,33710,True,266.2,8,259,259,7.2,0,
480,0.85,0,60,33747,True,278.3,8,271,271,7.3,0,
480,0.85,0,61,32825,True,247.8,4,244,244,3.8,0,
480,0.85,0,62,33362,True,269.5,8,262,262,7.5,0,
480,0.85,0,63,28758,True,264.1,6,259,259,5.1,0,
480,0.85,0,64,31159,True,267.3,7,261,261,6.3,0,
640,0.6,0,5,23096,True,259.7,4,256,256,3.7,0,
640,0.6,0,6,23662,True,243.4,4,240,240,3.4,0,
640,0.6,0,7,31557,True,252.6,5,248,248,4.6,0,
640,0.6,0,8,26748,True,249.2,4,246,246,3.2,0,
640,0.6,0,9,28065,True,265.6,4,261,261,4.6,0,
640,0.6,0,10,27008,True,264.4,4,261,261,3.4,0,
640,0.6,0,11,27537,True,276.3,5,272,272,4.3,0,
640,0.6,0,12,27193,True,247.7,5,243,243,4.7,0,
640,0.6,0,13,26614,True,244.9,5,241,241,3.9,0,
640,0.6,0,14,26719,True,244.1,4,240,240,4.1,0,
640,0.6,0,15,27140,True,277.1,4,273,273,4.1,0,
640,0.6,0,16,27306,True,245.3,4,241,241,4.3,0,
640,0.6,0,17,27092,True,470.3,5,466,466,4.3,0,
640,0.6,0,18,26534,True,246.4,3,243,243,3.4,0,
640,0.6,0,19,26411,True,246.8,4,243,243,3.8,0,
640,0.6,0,20,26651,True,243.9,5,240,240,3.9,0,
640,0.6,0,21,25645,True,248.3,4,245,245,3.3,0,
640,0.6,0,22,27050,True,260.7,4,257,257,3.7,0,
640,0.6,0,23,26271,True,263.3,4,259,259,4.3,0,
640,0.6,0,24,25425,True,250.8,7,245,245,5.8,0,
640,0.6,0,25,25947,True,270.7,8,265,265,5.7,0,
640,0.6,0,26,25637,True,265.2,4,261,261,4.2,0,
640,0.6,0,27,25329,True,269.3,4,265,265,4.3,0,
640,0.6,0,28,25190,True,250.1,4,246,246,4.1,0,
640,0.6,0,29,26064,True,276.1,4,273,273,3.1,0,
640,0.6,0,30,24900,True,243.5,4,240,240,3.5,0,
640,0.6,0,31,21410,True,258.4,4,255,255,3.4,0,
640,0.6,0,32,28625,True,264.4,5,260,260,4.4,1,
640,0.6,0,33,19460,True,244.7,4,241,241,3.7,1,
640,0.6,0,34,21595,True,254.4,4,251,251,3.4,1,
640,0.6,0,35,20002,True,251.6,4,248,248,3.6,1,
640,0.6,0,36,19438,True,248.6,4,245,245,3.6,1,
640,0.6,0,37,19598,True,330.0,4,327,327,3.0,1,
640,0.6,0,38,18447,True,255.1,4,252,252,3.1,1,
640,0.6,0,39,20691,True,298.5,4,295,295,3.5,1,
640,0.6,0,40,18752,True,255.9,4,253,253,2.9,1,
640,0.6,0,41,19408,True,337.2,4,334,334,3.2,1,
640,0.6,0,42,19648,True,243.6,4,240,240,3.6,1,
640,0.6,0,43,19334,True,251.3,4,248,248,3.3,2,
640,0.6,0,44,20961,True,262.2,4,259,259,3.2,1,
640,0.6,0,45,21290,True,244.8,4,241,241,3.8,1,
640,0.6,0,46,19951,True,252.6,4,249,249,3.6,1,
640,0.6,0,47,22251,True,259.9,4,256,256,3.9,2,
640,0.6,0,48,20389,True,245.7,4,242,242,3.7,2,
640,0.6,0,49,22943,True,243.3,4,239,239,4.3,0,
640,0.6,0,50,22810,True,260.5,4,257,257,3.5,0,
640,0.6,0,51,22505,True,249.7,4,246,246,3.7,0,
640,0.6,0,52,28447,True,245.3,5,241,241,4.3,0,
640,0.6,0,53,19955,True,261.7,3,258,258,3.7,0,
640,0.6,0,54,20741,True,245.3,4,242,242,3.3,0,
640,0.6,0,55,27939,True,249.0,5,245,245,4.0,0,
640,0.6,0,56,25769,True,252.6,4,249,249,3.6,0,
640,0.6,0,57,29648,True,256.0,4,252,252,4.0,0,
640,0.6,0,58,28734,True,247.2,4,243,243,4.2,0,
640,0.6,0,59,29292,True,252.2,4,248,248,4.2,0,
640,0.6,0,60,28772,True,258.3,5,254,254,4.3,0,
640,0.6,0,61,27930,True,247.2,5,243,243,4.2,0,
640,0.6,0,62,29562,True,253.3,5,249,249,4.3,0,
640,0.6,0,63,23853,True,249.5,3,246,246,3.5,0,
640,0.6,0,64,27419,True,261.0,5,257,257,4.0,0,
640,0.85,0,5,42697,True,319.4,6,314,314,5.4,0,
640,0.85,0,6,42825,True,247.1,6,242,242,5.1,0,
640,0.85,0,7,56454,True,248.8,7,242,242,6.8,0,
640,0.85,0,8,47739,True,266.5,6,261,261,5.5,1,
640,0.85,0,9,50761,True,314.1,7,308,308,6.1,0,
640,0.85,0,10,48065,True,260.7,6,255,255,5.7,0,
640,0.85,0,11,48597,True,254.3,7,248,248,6.3,0,
640,0.85,0,12,49227,True,247.4,6,242,242,5.4,0,
640,0.85,0,13,47168,True,273.8,6,268,268,5.8,0,
640,0.85,0,14,48079,True,254.6,6,249,249,5.6,0,
640,0.85,0,15,48170,True,267.4,6,261,261,6.4,0,
640,0.85,0,16,48141,True,263.0,6,257,257,6.0,0,
640,0.85,0,17,48804,True,246.3,6,240,240,6.3,0,
640,0.85,0,18,47040,True,261.7,6,256,256,5.7,0,
640,0.85,0,19,47828,True,276.2,6,270,270,6.2,0,
640,0.85,0,20,47232,True,249.9,5,245,245,4.9,0,
640,0.85,0,21,45790,True,253.0,6,248,248,5.0,0,
640,0.85,0,22,49296,True,261.3,6,256,256,5.3,0,
640,0.85,0,23,46490,True,257.4,6,252,252,5.4,0,
640,0.85,0,24,45993,True,279.8,6,274,274,5.8,0,
640,0.85,0,25,46064,True,275.1,6,269,269,6.1,0,
640,0.85,0,26,45458,True,248.0,6,242,242,6.0,0,
640,0.85,0,27,46019,True,306.0,6,300,300,6.0,0,
640,0.85,0,28,44832,True,250.6,5,246,246,4.6,0,
640,0.85,0,29,46951,True,257.3,6,252,252,5.3,0,
640,0.85,0,30,43704,True,246.9,6,242,242,4.9,0,
640,0.85,0,31,38541,True,255.9,5,251,251,4.9,0,
640,0.85,0,32,50659,True,248.1,8,241,241,7.1,1,
640,0.85,0,33,35131,True,324.7,5,320,320,4.7,1,
640,0.85,0,34,40331,True,251.7,5,247,247,4.7,1,
640,0.85,0,35,36535,True,249.5,6,244,244,5.5,1,
640,0.85,0,36,35270,True,252.8,6,248,248,4.8,1,
640,0.85,0,37,35794,True,248.1,6,243,243,5.1,1,
640,0.85,0,38,33493,True,246.6,5,242,242,4.6,1,
640,0.85,0,39,38115,True,251.8,5,247,247,4.8,1,
640,0.85,0,40,34465,True,288.3,5,284,284,4.3,1,
640,0.85,0,41,35405,True,258.6,6,253,253,5.6,1,
640,0.85,0,42,35973,True,259.9,5,255,255,4.9,1,
640,0.85,0,43,35339,True,260.2,5,255,255,5.2,2,
640,0.85,0,44,38669,True,260.1,5,255,255,5.1,1,
640,0.85,0,45,38707,True,251.9,6,247,247,4.9,2,
640,0.85,0,46,36479,True,256.5,5,252,252,4.5,1,
640,0.85,0,47,41173,True,263.5,6,258,258,5.5,2,
640,0.85,0,48,37437,True,320.8,6,316,316,4.8,2,
640,0.85,0,49,42114,True,272.3,6,267,267,5.3,0,
640,0.85,0,50,41446,True,320.3,6,315,315,5.3,1,
640,0.85,0,51,40771,True,263.4,6,258,258,5.4,0,
640,0.85,0,52,51322,True,262.3,8,255,255,7.3,0,
640,0.85,0,53,36626,True,292.6,5,288,288,4.6,0,
640,0.85,0,54,39276,True,248.4,6,243,243,5.4,0,
640,0.85,0,55,50734,True,257.9,8,251,251,6.9,0,
640,0.85,0,56,46179,True,252.9,6,247,247,5.9,0,
640,0.85,0,57,52928,True,266.4,8,260,260,6.4,0,
640,0.85,0,58,50976,True,243.2,7,237,237,6.2,0,
640,0.85,0,59,52191,True,259.8,6,254,254,5.8,0,
640,0.85,0,60,50833,True,256.8,7,251,251,5.8,0,
640,0.85,0,61,49340,True,258.5,7,252,252,6.5,0,
640,0.85,0,62,52625,True,273.5,7,267,267,6.5,0,
640,0.85,0,63,43005,True,263.7,6,258,258,5.7,0,
640,0.85,0,64,48881,True,247.8,7,242,242,5.8,1,
